Titulo,URL,Descripcion,limpieza,origenes
Smokin' Aces,/title/tt0475394/,Action Comedy Crime             When a Las Vegas performerturnedsnitch named Buddy Israel decides to turn states evidence and testify against the mob it seems that a whole lot of people would like to make sure hes no longer breathing,action comedy crime las vegas performerturnedsnitch named buddy israel decides turn states evidence testify mob seems whole lot people would like make sure hes longer breathing,action comedi crime las vega performerturnedsnitch name buddi israel decid turn state evid testifi mob seem whole lot peopl would like make sure hes longer breath
Jackie Brown,/title/tt0119396/,Crime Drama Thriller             A flight attendant with a criminal past gets nabbed by the ATF for smuggling Under pressure to become an informant against the drug dealer she works for she must find a way to secure her future without getting killed,crime drama thriller flight attendant criminal past gets nabbed atf smuggling pressure become informant drug dealer works must find way secure future without getting killed,crime drama thriller flight attend crimin past get nab atf smuggl pressur becom inform drug dealer work must find way secur futur without get kill
The Wolverine,/title/tt1430132/,Action SciFi             Wolverine comes to Japan to meet an old friend whose life he saved years ago and gets embroiled in a conspiracy involving yakuza and mutants,action scifi wolverine comes japan meet old friend whose life saved years ago gets embroiled conspiracy involving yakuza mutants,action scifi wolverin come japan meet old friend whose life save year ago get embroil conspiraci involv yakuza mutant
X-Men Origins: Wolverine,/title/tt0458525/,Action SciFi             The early years of James Logan featuring his rivalry with his brother Victor Creed his service in the special forces team Weapon X and his experimentation into the metallined mutant Wolverine,action scifi early years james logan featuring rivalry brother victor creed service special forces team weapon x experimentation metallined mutant wolverine,action scifi earli year jame logan featur rivalri brother victor creed servic special forc team weapon x experiment metallin mutant wolverin
Zombieland,/title/tt1156398/,Action Comedy Horror             A shy student trying to reach his family in Ohio a guntoting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombiefilled America,action comedy horror shy student trying reach family ohio guntoting bruiser search last twinkie pair sisters striving get amusement park join forces trek across zombiefilled america,action comedi horror shi student tri reach famili ohio guntot bruiser search last twinki pair sister strive get amus park join forc trek across zombiefil america
Den of Thieves,/title/tt1259528/,Action Crime Drama             An elite unit of the LA County Sheriffs Dept and the states most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank,action crime drama elite unit la county sheriffs dept states successful bank robbery crew clash outlaws plan seemingly impossible heist federal reserve bank,action crime drama elit unit la counti sheriff dept state success bank robberi crew clash outlaw plan seem imposs heist feder reserv bank
Coyote Ugly,/title/tt0200550/,Comedy Drama Music             Aspiring songwriter Violet Sanford after getting a job at a womenrun NYC bar that teases its male patrons comes out of her shell,comedy drama music aspiring songwriter violet sanford getting job womenrun nyc bar teases male patrons comes shell,comedi drama music aspir songwrit violet sanford get job womenrun nyc bar teas male patron come shell
Causeway,/title/tt10192406/,Drama             A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home,drama us soldier suffers traumatic brain injury fighting afghanistan struggles adjust life back home,drama us soldier suffer traumat brain injuri fight afghanistan struggl adjust life back home
That's My Boy,/title/tt1232200/,Comedy             While in his teens Donny fathered a son Todd and raised him as a single parent until Todds 18th birthday Now Donny resurfaces just before Todds wedding after years apart sending the groomtobes world crashing down,comedy teens donny fathered son todd raised single parent todds 18th birthday donny resurfaces todds wedding years apart sending groomtobes world crashing,comedi teen donni father son todd rais singl parent todd 18th birthday donni resurfac todd wed year apart send groomtob world crash
Neighbors,/title/tt2004420/,Comedy             After they are forced to live next to a fraternity house a couple with a newborn baby do whatever they can to take them down,comedy forced live next fraternity house couple newborn baby whatever take,comedi forc live next fratern hous coupl newborn babi whatev take
Lilo & Stitch,/title/tt0275847/,Animation Adventure Comedy             A young and parentless girl adopts a dog from the local pound completely unaware that its supposedly a dangerous scientific experiment thats taken refuge on Earth and is now hiding from its creator and those who see it as a menace,animation adventure comedy young parentless girl adopts dog local pound completely unaware supposedly dangerous scientific experiment thats taken refuge earth hiding creator see menace,anim adventur comedi young parentless girl adopt dog local pound complet unawar suppos danger scientif experi that taken refug earth hide creator see menac
